Device name,Asset risk score,Device type,Device category,Operating system,IP address,Endpoint group,Last user,Highly-exploitable CVEs,Discovered by,First seen,Last detected
LAP-ACH-002,53,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.69,,SERVICE RÉSEAU,32,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-09-22 11:19:33,2024-05-02 15:04:28
LAP-421-20,53,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.121.6,,Système,32,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-11-26 15:20:21,2024-05-07 13:06:27
LAP-DR-PA-CEN,53,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.81,,SERVICE RÉSEAU,32,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-06-13 12:42:56,2024-05-07 10:33:26
LAP-155-001,53,Desktop,IT,Windows 11 10.0 (Build 22621),10.1.155.5,,155,39,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-05 15:45:58,2024-05-07 12:41:37
LAP-028-4,53,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.28.7,,028FACHESTHUMESNIL,11,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-06 13:45:22,2024-05-04 15:51:50
LAP-MKTG-014,52,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.69,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-12-21 15:34:55,2024-05-07 13:06:27
TPV-317-001,50,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.17.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Trend Vision One Agent",2024-03-20 10:54:54,2024-05-07 13:06:27
TPV-136-002,50,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.136.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Trend Vision One Agent",2023-12-13 09:03:27,2024-05-07 13:06:27
DESKTOP-HKL5THA,50,Desktop,IT,Windows 10 10.0 (Build 17763),"10.3.103.79|192.168.10.116",,Système,0,"Trend Vision One Endpoint Sensor|Trend Vision One Agent",2024-01-18 04:43:12,2024-04-22 08:00:16
LAP-424-1,49,Desktop,IT,Windows 7 6.1 (Build 7601),169.254.165.15,,Système,0,Apex One as a Service,2024-01-14 12:18:59,2024-05-07 12:26:03
TPV-200-002,49,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.200.6,,Système,2,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-16 14:19:43,2024-05-07 13:06:27
LAP-IT-092,49,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.68,,SERVICE RÉSEAU,1,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-09-27 21:54:20,2024-05-07 13:06:27
LP-339-2,48,Desktop,IT,Windows 7 6.1 (Build 7601),10.2.39.1,,Système,0,Apex One as a Service,2021-09-21 22:11:59,2024-05-07 13:02:32
SRV-BI-WEB,48,Server,IT,Microsoft Windows Server 2008 R2 (64 bit) build 7601 6.1.7601,10.4.1.225,,Système,0,"Trend Vision One Endpoint Sensor|Endpoint & Workload Security",2021-10-13 12:13:16,2024-05-07 13:06:27
LAP-063-2,48,Desktop,unknown,Windows 7 6.1 (Build 7601),10.1.63.2,,063MERIGNAC,0,Apex One as a Service,2024-01-02 14:18:19,2024-05-07 12:47:58
SRV-BD-SAV,48,Server,IT,Microsoft Windows Server 2008 R2 (64 bit) build 7601 6.1.7601,10.4.1.227,,SERVICE LOCAL,0,Endpoint & Workload Security,2021-10-29 19:05:46,2024-05-07 13:06:27
LP-337-3,48,Desktop,IT,Windows 7 6.1 (Build 7601),10.2.37.1,,337,0,Apex One as a Service,2021-09-27 22:15:40,2024-05-07 13:01:01
TPV-226-001,47,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.226.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-14 14:16:13,2024-05-07 13:06:27
svi-19dc-talend,46,Server,IT,Microsoft Windows Server 2019 (64 bit) build 17763 10.0.17763,10.4.1.229,,SERVICE RÉSEAU,7,Endpoint & Workload Security,2021-10-15 07:58:27,2024-05-07 13:06:27
LP-322-2,46,Desktop,IT,Windows 7 6.1 (Build 7601),10.2.22.1,,Système,0,Apex One as a Service,2021-09-21 23:05:44,2024-05-07 08:10:40
LAP-228-2,46,Desktop,IT,Windows 7 6.1 (Build 7601),10.1.228.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-17 12:37:43,2024-05-07 12:30:21
LAP-029-3,46,Desktop,unknown,Windows 7 6.1 (Build 7601),10.1.29.7,,029,0,Apex One as a Service,2024-01-06 14:20:37,2024-05-03 15:18:44
SRV-BCK-DC,44,Server,IT,Microsoft Windows Server 2019 10.0 (Build 17763),"fe80::3295:bff:8e81:c49a%13|fe80::9550:3839:b6af:5684%13|10.5.1.100",,SERVICE RÉSEAU,0,Endpoint & Workload Security,2021-10-08 11:38:38,2024-05-07 13:06:27
svi-19-impr.louispion.fr,44,Server,IT,Microsoft Windows Server 2019 (64 bit) build 17763 10.0.17763,10.3.0.27,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Endpoint & Workload Security",2021-10-02 05:04:14,2024-05-07 13:06:27
srv-domaine2.louispion.fr,44,Server,IT,Microsoft Windows Server 2019 (64 bit) build 17763 10.0.17763,10.4.1.199,,Système,0,"Trend Vision One Endpoint Sensor|Endpoint & Workload Security",2021-09-28 05:45:11,2024-05-07 13:06:27
svi-19dc-adfs.louispion.fr,44,Server,IT,Microsoft Windows Server 2019 (64 bit) build 17763 10.0.17763,10.4.1.200,,administrateur,0,"Trend Vision One Endpoint Sensor|Endpoint & Workload Security",2023-04-15 23:47:34,2024-05-07 13:06:27
SRV-DOMAINE1.louispion.fr,44,Server,IT,Microsoft Windows Server 2019 (64 bit) build 17763 10.0.17763,10.3.0.199,,administrateur,0,"Trend Vision One Endpoint Sensor|Endpoint & Workload Security",2021-10-09 19:22:31,2024-05-07 13:06:27
LP-026-3,44,Desktop,IT,Windows 7 6.1 (Build 7601),10.1.26.3,,026,0,"Apex One as a Service|Trend Vision One Agent",2021-11-06 09:21:29,2024-05-07 12:35:17
LAP-322-3,44,Desktop,IT,Windows 7 6.1 (Build 7601),10.2.22.3,,322,0,Apex One as a Service,2021-09-22 18:23:52,2024-05-07 12:38:46
LAP-MKTG-S-005,43,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.103.92,,Système,1,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-14 14:20:07,2024-05-03 15:05:20
LAP-PAIE-010,43,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.103.13,,SERVICE RÉSEAU,1,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:42:33,2024-05-07 13:06:27
LAPTOP-HKPHDACA,43,Desktop,IT,Windows 10 10.0 (Build 19045),172.17.16.1,,mega,4,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-10-10 06:21:24,2024-05-07 13:06:27
LAP-153-3,43,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.153.4,,153,0,Apex One as a Service,2021-09-21 18:27:40,2024-05-07 08:58:12
LAP-DLE-001,43,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.25,,Système,1,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-04-25 13:09:12,2024-05-07 13:19:25
LAP-CPTA-106,42,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.118,,SERVICE RÉSEAU,1,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-01 14:20:42,2024-05-07 13:06:27
TPV-066-002,42,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.66.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:31:08,2024-05-07 13:06:27
LP-016-003,41,Desktop,unknown,Windows 7 6.1 (Build 7601),10.1.16.3,,,0,"Trend Vision One Endpoint Sensor|Trend Vision One Agent",2021-11-10 03:26:28,2024-05-04 16:57:31
TPV-506-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.22,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 10:13:32,2024-05-07 13:06:27
TPV-424-003,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.124.12,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:53:05,2024-05-07 13:06:27
LAP-RH-002,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.43,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-06-21 09:15:51,2024-05-07 13:06:27
LAP-RSE-001,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.29,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-28 09:13:09,2024-05-07 13:06:27
TPV-346-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.11,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:29:42,2024-05-07 13:06:27
LAP-RH-105,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.35,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-06 14:17:49,2024-05-07 13:06:27
LAP-ACH-23,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.56,,lbouteille,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-04 14:51:16,2024-05-07 13:06:27
TPV-120-002,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.120.5,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:19:15,2024-05-07 13:06:27
TPV-529-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.32,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-15 14:03:20,2024-05-07 13:19:25
TPV-516-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.40,,LafayetteOR516,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:30:16,2024-05-07 13:06:27
LAP-CPTA-108,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.47,,igoncalves,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-11-07 13:12:19,2024-05-07 13:06:27
TPV-526-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.18,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-14 16:25:59,2024-05-07 13:06:27
TPV-522-002,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.5,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 10:37:02,2024-05-07 13:06:27
TPV-501-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.34,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:33:53,2024-05-07 13:06:27
TPV-505-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.38,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 09:57:11,2024-05-07 13:19:25
LAP-MERSH-001,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.36,,cpecheur,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-02 14:18:56,2024-05-05 17:37:09
LAP-ACH-016,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.52,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-06 14:21:17,2024-05-07 13:19:26
LAP-MKTG-013,40,Desktop,IT,Windows 11 10.0 (Build 22631),192.168.222.72,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-09-11 09:25:57,2024-04-30 13:14:26
TPV-230-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.230.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-13 14:16:43,2024-05-07 13:06:27
TPV-504-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.35,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:29:51,2024-05-07 13:19:26
LAP-ACH-017,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.32,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-11-12 09:06:33,2024-04-29 15:10:17
LAP-DR-LUXE2,40,Desktop,IT,Windows 11 10.0 (Build 22621),10.3.6.15,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-04-24 14:07:56,2024-05-06 16:27:18
TPV-502-002,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-12 08:11:08,2024-05-07 13:06:27
TPV-509-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.25,,LafayetteOR509,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:29:50,2024-05-07 13:18:42
TPV-508-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.31,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 13:43:27,2024-05-07 13:19:26
LAP-TRA-004,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.67,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-02 14:20:04,2024-05-07 13:06:27
TPV-345-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.23,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 10:17:57,2024-05-07 13:06:27
LAP-055-001,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.55.3,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-06-23 23:33:04,2024-05-07 13:06:27
TPV-520-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.36,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 10:30:35,2024-05-07 13:17:24
TPV-513-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.24,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-29 09:00:27,2024-05-07 13:06:27
LAP-MKTG-S-003,40,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.6.44,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-01-07 11:06:31,2024-05-07 13:06:27
TPV-512-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.16,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-12 16:02:54,2024-05-07 13:06:27
LAP-SUP-004,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.30,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-09-27 21:36:32,2024-05-07 13:06:27
LAP-ACH-20,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.32,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-09-14 14:54:53,2024-05-07 13:06:27
LAP-ACH-018,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.62,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-03-14 17:16:58,2024-05-07 13:17:53
LAP-CPTA-109,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.17,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-02-14 14:36:40,2024-05-07 13:06:27
TPV-524-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.14,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-14 13:53:18,2024-05-07 13:38:19
TPV-403-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.103.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-15 14:16:37,2024-05-07 13:06:27
LAP-428-2,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.104.44,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-11-13 14:18:44,2024-04-30 09:56:00
TPV-527-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.12,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-12 16:51:06,2024-05-07 13:06:27
TPV-016-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.16.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 18:35:22,2024-05-07 13:06:27
TPV-511-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.20,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:24:58,2024-05-07 13:06:27
TPV-510-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.45,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:30:24,2024-05-07 13:21:40
LAP-ACH-014,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.29,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-30 14:21:11,2024-05-03 15:26:15
TPV-523-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.21,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-14 11:39:21,2024-05-07 13:06:27
LAP-DIR-MKTG1,40,Desktop,IT,Windows 11 10.0 (Build 22621),10.3.103.28,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-16 15:43:07,2024-05-07 13:06:27
TPV-530-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.43,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-18 15:43:29,2024-05-07 13:06:27
LAP-351-1,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.104.9,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-02-28 12:38:18,2024-05-07 13:19:26
TPV-525-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.8,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-18 15:45:49,2024-05-07 13:21:41
LAP-PAIE-007,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.74,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-10-18 13:13:00,2024-05-07 10:21:38
LAP-SUPP-005,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.49,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-06-27 11:46:02,2024-05-07 13:06:27
LAP-ACHAT-010,40,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.103.68,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-09-23 01:06:38,2024-05-07 12:40:26
TPV-503-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.33,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:20:15,2024-05-07 13:06:27
TPV-349-002,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.39,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-18 06:39:39,2024-05-07 14:24:45
TPV-507-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.28,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-29 09:00:26,2024-05-07 13:17:23
LAP-IT-001,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.75,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-03 16:19:26,2024-05-07 13:06:27
LAP-SUPP-004,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.82,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-29 14:20:16,2024-05-06 12:27:19
LAP-RSE-002,40,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.6.73,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-28 14:10:23,2024-05-07 13:06:27
LAP-DOSI-001,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.103.11,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-11 12:11:52,2024-05-07 13:06:27
TPV-514-001,40,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.30,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 11:53:00,2024-05-07 13:17:52
LAP-DIR-COM,40,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.15,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-10-26 10:21:16,2024-05-07 13:06:27
TPV-141-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.141.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 13:57:55,2024-05-07 13:06:27
TPV-116-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.116.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 17:08:32,2024-05-07 13:06:27
TPV-224-1,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.224.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:26:56,2024-05-07 13:06:27
TPV-317-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.17.4,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-25 09:08:18,2024-05-07 13:06:27
TPV-017-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.17.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 17:16:17,2024-05-07 13:06:27
LP-307-3,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.7.2,,307,0,Apex One as a Service,2021-09-21 22:17:03,2024-05-07 07:12:03
LAP-430-001,39,Desktop,unknown,Windows 11 10.0 (Build 22631),10.2.114.130,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-04-07 10:36:00,2024-05-07 13:06:27
TPV-033-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.33.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:00:16,2024-05-07 13:06:27
LAP-ODP-RSI,39,Desktop,unknown,Windows 11 10.0 (Build 22631),10.3.6.54,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-12-27 14:41:24,2024-05-07 14:13:46
TPV-319-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.19.1,,319,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-25 09:48:34,2024-05-07 13:06:27
LP-323-01,39,Desktop,unknown,Windows 11 10.0 (Build 22631),10.3.104.13,,323,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-09-22 06:08:31,2024-05-07 07:59:31
AURES-149-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.149.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-15 14:17:14,2024-05-07 13:06:27
TPV-528-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.104.26,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-15 13:30:41,2024-05-07 13:06:27
TPV-012-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.12.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 17:42:50,2024-05-07 13:06:27
LAP-ACH-21,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.37,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-10-30 13:04:43,2024-04-25 09:04:21
TPV-193-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.193.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 11:49:47,2024-05-07 13:06:27
TPV-191-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.191.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 16:12:26,2024-05-07 13:06:27
TPV-404-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.104.3,,404,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-22 15:12:05,2024-05-07 13:06:27
TPV-143-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.143.5,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-02-14 14:50:05,2024-05-07 13:06:27
TPV-066-001,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.1.66.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:46:00,2024-05-07 13:06:27
TPV-XXX-00XI,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.3.6.77,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-14 11:56:04,2024-05-07 13:06:27
TPV-515-001,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.3.104.37,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:09:52,2024-05-07 13:18:43
